2024-10-22T13:47:13+07:00,------------------ New Match 1 ------------------
2024-10-22T13:47:13+07:00,Player A & Player B on the court
2024-10-22T13:47:15+07:00,[Player A] is power shoot: 71
2024-10-22T13:47:16+07:00,[Table] ping power : 52
2024-10-22T13:47:16+07:00,[Player B] power return : 71
2024-10-22T13:47:17+07:00,[Alert] Player B is ping power: 71 more than 52
2024-10-22T13:47:17+07:00,------------------------------------------------
2024-10-22T13:47:18+07:00,[Player B] is power shoot: 71
2024-10-22T13:47:19+07:00,[Table] ping power : 59
2024-10-22T13:47:19+07:00,[Player A] power return : 100
2024-10-22T13:47:20+07:00,[Alert] Player A is ping power: 100 more than 59
2024-10-22T13:47:20+07:00,------------------------------------------------
2024-10-22T13:47:21+07:00,[Player A] is power shoot: 100
2024-10-22T13:47:22+07:00,[Table] ping power : 83
2024-10-22T13:47:22+07:00,[Player B] power return : 94
2024-10-22T13:47:23+07:00,[Alert] Player B is ping power: 94 more than 83
2024-10-22T13:47:23+07:00,------------------------------------------------
2024-10-22T13:47:24+07:00,[Player B] is power shoot: 94
2024-10-22T13:47:25+07:00,[Table] ping power : 77
2024-10-22T13:47:25+07:00,[Player A] power return : 83
2024-10-22T13:47:26+07:00,[Alert] Player A is ping power: 83 more than 77
2024-10-22T13:47:26+07:00,------------------------------------------------
2024-10-22T13:47:27+07:00,[Player A] is power shoot: 83
2024-10-22T13:47:28+07:00,[Table] ping power : 72
2024-10-22T13:47:28+07:00,[Player B] power return : 74
2024-10-22T13:47:29+07:00,[Alert] Player B is ping power: 74 more than 72
2024-10-22T13:47:29+07:00,------------------------------------------------
2024-10-22T13:47:30+07:00,[Player B] is power shoot: 74
2024-10-22T13:47:31+07:00,[Table] ping power : 62
2024-10-22T13:47:31+07:00,[Player A] power return : 79
2024-10-22T13:47:32+07:00,[Alert] Player A is ping power: 79 more than 62
2024-10-22T13:47:32+07:00,------------------------------------------------
2024-10-22T13:47:33+07:00,[Player A] is power shoot: 79
2024-10-22T13:47:34+07:00,[Table] ping power : 59
2024-10-22T13:47:34+07:00,[Player B] power return : 91
2024-10-22T13:47:35+07:00,[Alert] Player B is ping power: 91 more than 59
2024-10-22T13:47:35+07:00,------------------------------------------------
2024-10-22T13:47:36+07:00,[Player B] is power shoot: 91
2024-10-22T13:47:37+07:00,[Table] ping power : 70
2024-10-22T13:47:37+07:00,[Player A] power return : 90
2024-10-22T13:47:38+07:00,[Alert] Player A is ping power: 90 more than 70
2024-10-22T13:47:38+07:00,------------------------------------------------
2024-10-22T13:47:39+07:00,[Player A] is power shoot: 90
2024-10-22T13:47:40+07:00,[Table] ping power : 64
2024-10-22T13:47:40+07:00,[Player B] power return : 57
2024-10-22T13:47:41+07:00,[Player B] is power: 57 less than 64
2024-10-22T13:47:41+07:00,[Alert] Player A wins!
2024-10-22T13:47:41+07:00,------------------- Game Over -------------------
2024-10-22T13:49:02+07:00,------------------ New Match 1 ------------------
2024-10-22T13:49:02+07:00,Player A & Player B on the court
2024-10-22T13:49:04+07:00,[Player A] is power shoot: 71
2024-10-22T13:49:05+07:00,[Table] ping power : 52
2024-10-22T13:49:05+07:00,[Player B] power return : 71
2024-10-22T13:49:06+07:00,[Alert] Player B is ping power: 71 more than 52
2024-10-22T13:49:06+07:00,------------------------------------------------
2024-10-22T13:49:07+07:00,[Player B] is power shoot: 71
2024-10-22T13:49:08+07:00,[Table] ping power : 59
2024-10-22T13:49:08+07:00,[Player A] power return : 100
2024-10-22T13:49:09+07:00,[Alert] Player A is ping power: 100 more than 59
2024-10-22T13:49:09+07:00,------------------------------------------------
2024-10-22T13:49:10+07:00,[Player A] is power shoot: 100
2024-10-22T13:49:11+07:00,[Table] ping power : 83
2024-10-22T13:49:11+07:00,[Player B] power return : 94
2024-10-22T13:49:12+07:00,[Alert] Player B is ping power: 94 more than 83
2024-10-22T13:49:12+07:00,------------------------------------------------
2024-10-22T13:49:13+07:00,[Player B] is power shoot: 94
2024-10-22T13:49:14+07:00,[Table] ping power : 77
2024-10-22T13:49:14+07:00,[Player A] power return : 83
2024-10-22T13:49:15+07:00,[Alert] Player A is ping power: 83 more than 77
2024-10-22T13:49:15+07:00,------------------------------------------------
2024-10-22T13:49:16+07:00,[Player A] is power shoot: 83
2024-10-22T13:49:17+07:00,[Table] ping power : 72
2024-10-22T13:49:17+07:00,[Player B] power return : 74
